user_pseudo_id,total_events,page_views,scrolls,engagements,sessions,device,country,active_days,engagement_rate,scroll_rate,session_rate
3071309.808,6,2,0,1,1,desktop,Hungary,1,0.16666666666666666,0.0,0.16666666666666666
3076074.023,7,2,1,1,1,mobile,United States,1,0.14285714285714285,0.5,0.14285714285714285
3086350.644,2,1,0,0,0,mobile,(not set),1,0.0,0.0,0.0
3099993.615,8,3,2,2,1,desktop,Germany,1,0.25,0.6666666666666666,0.125
3116260.716,5,2,1,0,1,mobile,Canada,1,0.0,0.5,0.2
3124160.818,2,0,0,1,1,desktop,United States,1,0.5,,0.5
3130780.102,5,2,0,1,1,mobile,South Korea,1,0.2,0.0,0.2
3131246.42,3,0,1,1,1,mobile,United States,1,0.3333333333333333,,0.3333333333333333
3133850.444,6,3,1,1,1,desktop,United States,1,0.16666666666666666,0.3333333333333333,0.16666666666666666
3135478.693,6,2,1,1,1,desktop,United States,1,0.16666666666666666,0.5,0.16666666666666666
3141127.247,9,3,1,2,1,desktop,United States,1,0.2222222222222222,0.3333333333333333,0.1111111111111111
3152226.565,10,4,0,3,1,desktop,United States,1,0.3,0.0,0.1
3182013.755,13,5,2,3,1,mobile,Portugal,1,0.23076923076923078,0.4,0.07692307692307693
3197152.513,32,8,4,6,2,desktop,United States,1,0.1875,0.5,0.0625
3209127.916,43,15,9,11,1,mobile,Australia,1,0.2558139534883721,0.6,0.023255813953488372
3239940.715,4,2,0,0,1,desktop,United States,1,0.0,0.0,0.25
3242478.158,7,3,0,2,1,mobile,France,1,0.2857142857142857,0.0,0.14285714285714285
3243341.995,3,2,0,0,0,tablet,India,1,0.0,0.0,0.0
3256708.442,5,2,0,0,1,mobile,United States,1,0.0,0.0,0.2
3257808.329,5,2,0,1,1,desktop,United Kingdom,1,0.2,0.0,0.2
3263337.517,5,2,0,1,1,desktop,Bangladesh,1,0.2,0.0,0.2
3264291.542,13,4,1,3,1,mobile,United States,1,0.23076923076923078,0.25,0.07692307692307693
3267109.497,9,3,2,2,1,desktop,Russia,1,0.2222222222222222,0.6666666666666666,0.1111111111111111
3281151.004,6,2,1,1,1,desktop,Spain,1,0.16666666666666666,0.5,0.16666666666666666
3283516.652,5,2,0,1,1,desktop,Germany,1,0.2,0.0,0.2
3284608.454,6,3,0,1,1,desktop,Pakistan,1,0.16666666666666666,0.0,0.16666666666666666
3285009.852,20,7,5,5,2,desktop,Switzerland,1,0.25,0.7142857142857143,0.1
3302630.591,9,3,1,1,1,desktop,Azerbaijan,1,0.1111111111111111,0.3333333333333333,0.1111111111111111
3305804.199,4,2,0,0,1,desktop,United States,1,0.0,0.0,0.25
3308186.38,4,2,1,0,1,mobile,India,1,0.0,0.5,0.25
3315001.855,3,1,0,0,1,desktop,United States,1,0.0,0.0,0.3333333333333333
3316185.631,2,1,0,0,0,mobile,China,1,0.0,0.0,0.0
3320900.13,3,1,0,0,1,mobile,Taiwan,1,0.0,0.0,0.3333333333333333
3322520.678,6,2,1,1,1,desktop,Israel,1,0.16666666666666666,0.5,0.16666666666666666
3337296.748,4,2,0,0,1,desktop,Canada,1,0.0,0.0,0.25
3363166.987,40,11,6,7,1,mobile,India,1,0.175,0.5454545454545454,0.025
3369088.485,3,2,0,0,1,desktop,United States,1,0.0,0.0,0.3333333333333333
3377476.04,3,1,0,0,1,desktop,United Kingdom,1,0.0,0.0,0.3333333333333333
3381725.253,6,3,0,1,1,desktop,United States,1,0.16666666666666666,0.0,0.16666666666666666
3389106.088,6,3,1,0,1,desktop,India,1,0.0,0.3333333333333333,0.16666666666666666
3390749.965,22,9,0,2,2,mobile,United States,1,0.09090909090909091,0.0,0.09090909090909091
3391271.117,5,2,0,1,1,mobile,Singapore,1,0.2,0.0,0.2
3393617.91,14,5,1,2,1,desktop,Peru,1,0.14285714285714285,0.2,0.07142857142857142
3399532.607,5,2,0,1,1,desktop,Vietnam,1,0.2,0.0,0.2
3409353.265,68,21,11,17,1,desktop,Canada,1,0.25,0.5238095238095238,0.014705882352941176
3413403.9,5,2,0,1,1,desktop,Mexico,1,0.2,0.0,0.2
3423772.483,4,2,0,0,0,mobile,United States,1,0.0,0.0,0.0
3440852.769,4,2,0,0,1,desktop,Brazil,1,0.0,0.0,0.25
3450699.125,8,4,0,1,2,desktop,Denmark,1,0.125,0.0,0.25
3452120.666,9,3,2,2,1,mobile,Norway,1,0.2222222222222222,0.6666666666666666,0.1111111111111111
3453111.211,5,2,0,1,1,mobile,Argentina,1,0.2,0.0,0.2
3495568.047,6,3,0,1,1,mobile,Canada,1,0.16666666666666666,0.0,0.16666666666666666
3506910.063,27,10,3,8,1,mobile,United States,1,0.2962962962962963,0.3,0.037037037037037035
3536939.63,17,8,2,4,1,desktop,Ecuador,1,0.23529411764705882,0.25,0.058823529411764705
3554071.081,6,2,1,1,1,mobile,Netherlands,1,0.16666666666666666,0.5,0.16666666666666666
